,ts_code,business_scope
338,300592.SZ,展馆、展厅的设计、布展服务，多媒体设计服务，会议系统的开发及安装，装修装饰工程的承接，灯光音响设备的安装；国内各类广告的设计、制作、代理、发布；动画设计制作；计算机软件开发；建筑模型、机械模型、工业模型、医疗器械模型、教学模型、道具、雕塑的设计、制作、销售及安装服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
339,300345.SZ,磨球、磨段、辊类耐磨件及各种耐磨新材料生产、加工、销售；衬板的生产、销售及拆装；高分子材料的研发、生产和销售；球磨机节能技术的研发、应用；球磨系统的相关辅助设备、控制设备、检测设备的研发、生产、销售；节能环保技术的研究、开发及应用；自营和代理各类商品和技术的进出口，但国家限定公司经营或者禁止进出口除外； 3D 打印技术的研发与应用服务；金属表面处理及热处理加工；矿山机械制造；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；新材料技术开发服务、咨询、交流服务；智慧城市的相关服务、规划、设计；智慧城市与智慧楼宇的软件开发、信息技术服务；智慧路灯、 安防监控、数据中心产品与系统、计算机软件、计算机硬件、通信设备的销售；智慧路灯、安防监控、通信设备的制造；智慧路灯、安防监控设计；智慧路灯运营；软件开发系统集成服务；信息系统集成服务；网络集成系统的开发建设、运行维护服务； 以自有资产进行项目、产业、基础设施投资（不得从事吸收存款、集资收款、受托贷款、发放贷款等国家金融监管及财政信用业务） ；安防监控运营；安防系统工程施工；工程咨询；信息系统工程的咨询、规划；计算机技术开发、技术服务；计算机技术咨询；计算机技术转让；计算机硬件的开发；互联网科技技术开发、科技技术转让、科技技术咨询、科技技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
340,300316.SZ,晶体生长炉、半导体材料制备设备、机电设备制造、销售；进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
341,300368.SZ,金融机具、办公机械、普通机械、电子设备、除湿设备、机电一体化产品、安全技术防范产品、通信设备、仪器仪表及自动化智能仓储、保管、输送、搬运、拣选、分拣设备的开发、生产、销售、服务、安装及有关的技术开发、技术转让、技术咨询、技术服务；智能物流系统、自动化系统集成、技术服务及工程施工；软件开发及销售；售后维护；进出口业务，业务流程外包，房屋租赁，仓储服务，机械设备租赁；供应链管理服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
342,002737.SZ,投资及投资管理；企业策划；医药技术开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
343,300717.SZ,智能卡基材、环保型新材料（土工膜、透气膜、装饰装潢片膜）、新型包装材料研发、生产、销售及技术服务；化工原料（危险品除外）销售；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：生物基材料制造；生物基材料销售；生物基材料技术研发；国际货物运输代理；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
344,300531.SZ,一般经营项目：计算机软硬件产品、电子产品、智能移动终端、自动识别与数据采集设备、金融终端机具、移动支付设备、手机、工业自动化设备、医疗器械的设计、研发、生产（生产项目由分支机构经营）、批发、进出口、租赁及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请） 。许可经营项目： 以下项目涉及应取得许可审批的，须凭相关审批文件方可经营： 第二类医疗器械生产。
345,300489.SZ,铝、镁加工产品的生产和销售及其技术开发和技术服务；机械加工；生产、销售；机械设备、电子产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
346,002755.SZ,医学研究与试验发展；技术咨询、技术服务；货物进出口、技术进出口；企业管理；销售化工产品。(企业依法自主选择经营项目，开展经营活动；销售化工产品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
347,300499.SZ,能源技术研究、技术开发服务;节能技术开发服务;环保技术开发服务;节能技术转让服务;电气设备零售;电气设备批发;电气机械设备销售;通用机械设备销售;货物进出口（专营专控商品除外） ;技术进出口;电力电子技术服务;工业自动控制系统装置制造;电子、通信与自动控制技术研究、开发;信息电子技术服务;通用设备修理;专用设备修理;电气设备修理;纯水冷却技术开发服务;纯水冷却装置制造;纯水冷却装置销售;电子自动化工程安装服务;电子设备工程安装服务;建筑物空调设备、通风设备系统安装服务;机电设备安装服务;水处理安装服务;电力输送设施安装工程服务;参与设立创业投资企业与创业投资管理顾问机构;投资管理服务;软件批发;软件开发;软件零售;软件测试服务;软件服务;物联网服务;股权投资管理。
348,300578.SZ,从事“通讯、计算机”领域内的技术开发、技术服务，经济信息咨询、商务咨询（除中介），通讯设备、计算机、软件及辅助设备（除计算机信息系统安全专用产品）销售，电信业务，自有设备租赁，信息系统集成。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
349,002629.SZ,钻井、完井技术服务，井下作业技术服务，油气采输技术服务，环保工程技术服务，防腐、检测技术服务，油田化学品开发、生产、销售(不含易燃易爆易制毒品)，油田专用设备及工具的研发、生产、销售，新材料开发、生产、销售，从事进出口业务，电子科技、生物科技、能源科技开发、技术转让、技术咨询服务、实业投资、投资管理、集成电路、电子产品、计算机软硬件的研发、销售、五金交电、建筑装潢材料、金属材料及制品、化工原料及产品(除危险品及易制毒品)、机电设备、电线电缆、橡塑制品、家用电器、照明设备、日用百货、服装鞋帽、初级食用农产品、汽车配件、珠宝首饰、燃料油(不含成品油)、电子设备、机械设备、针纺织品、文化办公用品、食品(凭许可证经营)、煤炭(无储存)、矿产品(除专控)的销售，展览展示服务，市场营销策划，园林绿化工程，建筑智能化工程，装饰工程的施工，商务信息资讯，仓储服务(不含危险品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
